Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
81,54,-54.111452,-3.267544,1,1,-1.00,5.382165,4.99639,1.84884,1.266611,0.47394
66,50,-47.024481,-0.505204,4,1,-1.00,2.634602,3.32258,1.611288,1.435882,0.267617
61,63,-43.981659,-0.879235,4,1,-1.00,4.73844,4.392854,3.028127,0.828051,0.128617
63,70,-44.978628,-0.804788,3,1,-1.00,4.493049,6.83499,4.06731,2.092388,0.261379
57,84,-48.348556,-5.740842,1,1,-1.00,2.694616,3.838105,1.923275,0.987161,0.268072
67,81,-47.525134,-0.329515,3,1,-1.00,2.195696,2.993713,2.795837,1.711295,0.250655
64,80,-44.222821,-0.72758,4,1,-1.00,2.057739,4.43445,2.220944,1.183793,0.096484
54,70,-46.824043,-0.481707,4,1,-1.00,3.951911,4.347928,2.91095,1.238001,0.269775
67,67,-47.106297,-0.112561,4,1,-1.00,3.148185,5.818055,3.821532,0.941668,0.070423
83,64,-48.125992,-0.49302,4,1,-1.00,1.689783,2.85554,2.315693,0.870318,0.13936
91,64,-47.965095,-1.380012,4,1,-1.00,9.117711,8.845635,6.392523,2.252204,0.367579
83,67,-51.744619,0.026133,3,1,-1.00,3.526803,4.13801,2.061072,1.503871,0.18617
80,63,-66.572912,0.257927,4,1,-1.00,2.917764,4.786932,3.400367,1.031341,0.189308
67,78,-44.717747,-1.151229,4,1,-1.00,6.54934,5.576783,5.549538,3.418198,0.7039
69,80,-44.558707,-0.15819,3,1,-1.00,2.98672,3.690649,1.875711,0.736924,0.11663
70,93,-42.164623,0.119621,3,1,-1.00,4.957619,4.1675,3.536607,2.745047,0.233404
67,78,-39.640815,-1.214239,4,1,-1.00,3.072578,2.747284,1.732297,1.342318,0.222831
63,69,-44.222824,0.342778,4,1,-1.00,5.333359,8.049951,4.10198,1.203232,0.180352
57,51,-37.502857,0.347801,4,1,-1.00,3.561175,7.123275,4.735149,1.282023,0.199924
63,47,-38.905071,1.141201,4,1,-1.00,3.567133,5.912753,3.973538,1.168704,0.148452
70,66,-35.085158,0.717711,4,1,-1.00,3.61527,3.516764,2.001367,0.623638,0.249969
78,64,-36.24714,-1.45777,2,1,-1.00,10.639318,8.492483,3.930744,2.433746,0.286495
75,69,-42.070614,-0.327504,4,1,-1.00,7.312952,9.176433,5.890435,2.279335,0.427526
69,60,-44.540781,0.328812,4,1,-1.00,6.998994,6.119414,2.359301,0.996227,0.188295
69,64,-43.274418,0.795784,2,1,-1.00,3.522703,3.687382,3.199064,1.388729,0.313108
63,61,-40.394547,0.778729,4,1,-1.00,1.911749,3.061169,2.261517,1.105918,0.15225
61,66,-83.372955,-6.131922,4,1,-1.00,5.357671,9.774389,4.906534,1.816029,0.297551
75,77,-61.908442,-2.390453,4,1,-1.00,2.649694,5.608425,4.679071,2.392368,0.275269
74,70,-44.731137,0.349658,3,1,-1.00,1.894474,5.507068,4.509165,1.491019,0.335044
81,80,-53.23161,0.394533,4,1,-1.00,4.517168,5.358314,2.050432,1.237366,0.165244
88,75,-45.344679,0.188307,4,1,-1.00,8.894221,6.865094,2.848023,1.785626,0.144099
83,78,-51.284845,0.141972,4,1,-1.00,9.131546,10.992334,4.528944,2.031506,0.288614
78,64,-48.078515,0.067568,4,1,-1.00,8.231547,7.167526,3.089461,1.224589,0.296162
70,56,-44.656485,0.031095,3,1,-1.00,2.314707,3.313601,1.774182,1.299837,0.30309
70,64,-42.263474,0.112523,3,1,-1.00,3.439095,5.057005,3.729124,2.12267,0.337999
64,53,-48.973629,-3.564176,2,1,-1.00,1.906389,2.697585,2.178967,1.39749,0.143821
61,60,-37.441179,0.198848,3,1,-1.00,1.385383,2.980456,2.543159,0.670668,0.159975
56,70,-39.428971,0.321517,3,1,-1.00,1.354598,1.449456,1.223361,1.019646,0.059343
53,66,-39.272124,0.455811,1,1,-1.00,5.046956,5.438856,3.232463,1.946621,0.307604
44,69,-47.051118,0.62624,4,1,-1.00,2.708989,4.182292,2.541035,1.350878,0.222852
48,67,-43.182127,0.130083,3,1,-1.00,3.162511,5.589711,2.881192,1.429505,0.164785
54,67,-44.99654,0.772854,4,1,-1.00,2.148816,4.970217,3.265559,1.547763,0.236187
48,66,-40.547406,-0.077525,3,1,-1.00,5.141694,8.536759,4.444687,2.732283,0.749937
64,69,-43.03637,0.389277,4,1,-1.00,5.00892,6.438974,5.69568,4.350924,0.878113
66,80,-42.884819,0.126142,4,1,-1.00,7.547873,16.284886,7.828228,3.335536,0.302983
64,78,-42.362529,0.013699,4,1,-1.00,11.461242,5.933082,2.143095,2.533242,0.288003
70,83,-41.505245,-1.409164,4,1,-1.00,12.422699,10.267153,4.250342,2.169002,0.328068
57,66,-41.306806,-1.24041,3,1,-1.00,1.919069,3.503904,1.60461,1.463974,0.184737
56,69,-58.888361,-0.223478,3,1,-1.00,2.075723,2.671755,3.934798,2.527788,0.368003
57,56,-53.376789,-0.392909,4,1,-1.00,8.419446,5.76039,1.283479,2.52378,0.423295
53,53,-53.096233,0.791627,3,1,-1.00,5.766279,4.761524,3.566646,2.44034,0.44898
74,67,-54.202024,-2.617746,3,1,-1.00,3.964783,2.721826,1.079673,1.132827,0.093441
75,66,-55.356572,0.043264,4,1,-1.00,2.093507,2.204168,1.330371,1.237711,0.159586
84,77,-55.976491,0.487589,4,1,-1.00,2.412414,2.70938,3.326635,2.950651,0.569227
93,78,-64.156233,0.713621,4,1,-1.00,2.384018,3.48548,2.434636,1.089371,0.085087
83,81,-53.602681,-1.24913,4,1,-1.00,6.154381,6.825258,2.952752,1.502666,0.172511
84,75,-57.973898,-0.500169,4,1,-1.00,0.839419,2.236104,1.566483,1.825288,0.177776
67,80,-52.901562,0.224186,4,1,-1.00,2.34944,3.262115,3.213064,2.220929,0.234388
61,64,-53.362147,0.593845,4,1,-1.00,3.368115,5.059027,2.456511,1.021841,0.161807
66,70,-52.937884,-4.845958,4,1,-1.00,1.079969,2.161266,1.616527,1.279532,0.204972
61,77,-54.56165,-2.354706,2,1,-1.00,10.098399,10.446573,4.351298,2.035433,0.507
75,66,-50.470011,0.464175,1,1,-1.00,4.86014,6.658092,4.633885,1.321818,0.283691
80,80,-53.173587,-0.051989,4,1,-1.00,5.28444,6.56205,2.525798,1.387961,0.232599
67,80,-92.139347,-1.641571,4,1,-1.00,6.09161,2.960838,1.883778,0.758131,0.175705
74,77,-53.517795,0.246059,3,1,-1.00,1.235834,3.781019,3.514723,1.434578,0.216493
69,75,-54.903075,0.145858,2,1,-1.00,4.879181,5.267128,2.804361,2.052111,0.395641
66,75,-68.196338,-0.642881,2,1,-1.00,7.290447,4.476022,2.655461,1.029602,0.112774
74,66,-49.751967,-0.578367,2,1,-1.00,3.423773,3.179383,1.561642,1.45195,0.233159
83,56,-53.403654,-0.670627,2,1,-1.00,2.143603,1.643713,1.281958,1.43379,0.153771
91,57,-95.986596,0.118139,2,1,-1.00,2.394674,3.538219,3.351461,2.593656,0.203236
90,51,-88.928043,-2.355442,3,1,-1.00,3.447107,2.126217,1.633626,1.010232,0.182231
88,47,-63.663851,-0.166795,2,1,-1.00,4.008549,3.39745,2.692181,1.407567,0.333471
74,57,-73.300698,-0.491132,2,1,-1.00,6.073642,4.57076,1.940702,1.138363,0.220866
64,53,-61.412988,-0.425228,2,1,-1.00,1.964644,2.777872,3.37873,1.951606,0.323663
63,56,-84.86125,-2.006214,4,1,-1.00,3.628283,5.693211,4.651655,1.482511,0.251037
60,61,-72.341866,-1.004732,4,1,-1.00,8.739167,15.233685,8.886476,5.474437,0.698515
66,51,-65.464085,-1.914173,2,1,-1.00,2.619611,6.040863,3.170108,1.106597,0.192847
77,57,-73.398749,-4.108868,2,1,-1.00,6.309839,7.709347,4.474296,3.125113,0.334389
87,57,-62.962427,-1.104615,4,1,-1.00,3.334072,3.43971,2.162867,1.644082,0.136437
81,60,-56.396624,-1.144919,4,1,-1.00,1.773051,2.326005,1.584969,0.727269,0.112526
75,81,-58.902894,-7.286914,4,1,-1.00,1.879525,2.491754,2.363587,0.944271,0.209627
64,69,-52.978672,-1.152677,4,1,-1.00,2.684483,3.717253,3.101034,2.183963,0.401622
57,61,-73.872102,-0.13652,4,1,-1.00,2.04164,2.071588,1.961745,1.529772,0.275379
57,50,-69.823678,-2.231047,4,1,-1.00,3.353057,4.014425,2.903717,1.733458,0.353586
63,40,-55.695042,-0.840863,2,1,-1.00,3.186701,3.892907,2.184305,1.04302,0.189002
56,53,-54.990479,-0.098776,2,1,-1.00,12.061188,8.894717,4.082798,2.192355,0.411002
43,53,-49.653582,-2.644304,2,1,-1.00,6.274166,5.676279,2.398991,1.180096,0.283146
50,63,-55.10296,-3.533153,2,1,-1.00,3.527443,7.136534,3.840794,1.256729,0.48768
41,57,-49.227586,-0.265876,2,1,-1.00,4.079955,6.063922,2.956539,1.507444,0.166552
47,63,-56.865425,-2.848834,4,1,-1.00,4.816995,7.688768,3.71068,2.715279,0.188051
60,66,-62.476702,-8.04952,4,1,-1.00,6.630337,10.052161,4.529621,2.012097,0.551262
51,53,-79.781235,-1.067167,4,1,-1.00,2.585381,5.161709,4.178028,3.060545,0.691769
47,38,-57.318152,-1.349542,4,1,-1.00,3.70187,4.484878,1.688752,2.002202,0.264516
54,34,-54.019098,-1.617738,4,1,-1.00,2.852792,4.00109,2.139144,2.898511,0.509981
41,29,-50.994632,-1.168462,2,1,-1.00,5.74693,4.765399,2.623687,3.502456,0.42659
48,40,-67.102432,-2.926102,4,1,-1.00,6.081657,6.099649,2.158828,0.797289,0.271967
56,56,-56.249505,-0.977531,2,1,-1.00,4.378057,7.600258,4.24426,1.920095,0.327807
41,51,-52.156485,-3.610571,3,1,-1.00,2.42846,2.781845,2.072238,1.149454,0.172133
63,66,-47.23671,-0.897338,3,1,-1.00,4.121709,3.834493,1.836981,0.980934,0.206964
74,66,-49.339976,-0.931651,4,1,-1.00,6.009934,6.181069,4.175533,2.184513,0.459914
80,64,-47.833628,-0.866364,4,1,-1.00,3.464203,10.189571,6.952133,2.333226,0.406639
78,67,-51.397598,-1.862805,3,1,-1.00,4.862995,3.542507,1.674993,0.674753,0.15976
87,61,-51.456968,-10.09854,2,1,-1.00,4.262981,3.775466,2.463584,1.564361,0.154117
88,57,-66.586837,-6.020446,3,1,-1.00,1.82344,2.613074,2.118999,1.618696,0.196069
78,51,-63.272513,-2.017911,1,1,-1.00,3.047549,5.192104,3.361004,1.916422,0.686627
74,53,-56.049543,-2.797343,3,1,-1.00,3.745092,3.014231,2.10125,1.63512,0.252176
53,41,-60.923664,-1.61696,2,1,-1.00,3.441073,4.251981,2.383777,0.729317,0.177029
50,41,-65.503203,-4.522109,2,1,-1.00,7.864326,6.538722,4.440691,3.039907,0.475874
53,40,-43.42551,-1.633487,4,1,-1.00,4.573476,2.732832,1.005635,0.767049,0.118134
60,41,-46.988388,-2.673321,2,1,-1.00,3.753053,4.501707,3.443947,0.960368,0.151991
63,57,-46.170456,-2.09007,3,1,-1.00,2.485588,2.758133,2.244224,1.226306,0.1607
54,61,-47.660425,-1.766027,3,1,-1.00,5.516944,9.730562,7.605137,2.749826,0.28656
57,77,-45.013769,-3.258824,2,1,-1.00,2.827591,4.275176,2.316995,0.840147,0.211092
67,78,-44.750267,-1.815346,2,1,-1.00,2.246441,7.842772,5.676779,1.936814,0.654174
66,70,-42.893024,-2.197406,4,1,-1.00,4.84497,8.222467,5.497612,1.782033,0.378512
60,80,-46.47738,-3.02028,4,1,-1.00,3.322084,5.510192,2.81174,1.079767,0.175313
54,88,-51.73527,-7.525568,4,1,-1.00,5.881533,5.726907,3.098036,1.625231,0.254847
56,91,-50.756027,-4.286612,4,1,-1.00,1.855137,3.837689,1.835941,1.27058,0.1647
66,90,-49.345938,-2.091862,4,1,-1.00,6.895125,6.897867,4.037966,3.160508,0.382322
75,88,-52.429905,-3.177463,4,1,-1.00,2.299665,5.367249,3.760836,2.41656,0.356697
83,75,-56.829763,-2.015421,4,1,-1.00,5.366498,4.388497,1.743925,1.301005,0.665765
64,69,-59.387389,-1.85645,4,1,-1.00,5.564131,9.502521,8.987702,4.13304,0.803957
41,64,-63.743774,-1.598149,4,1,-1.00,7.83246,8.119003,3.630718,1.896117,0.435717
38,48,-67.150003,-1.262462,3,1,-1.00,3.973747,4.470653,2.567768,1.86901,0.577725
27,51,-74.880847,-4.798083,2,1,-1.00,5.559491,4.907562,1.892093,1.018149,0.135496
44,43,-52.187085,-1.700502,3,1,-1.00,9.066664,5.63801,2.69268,2.535288,0.331284
67,53,-54.579307,-1.618536,2,1,-1.00,3.634846,3.318485,1.273924,1.121394,0.180764
70,60,-52.430238,-1.739066,3,1,-1.00,4.930982,6.321752,2.964492,1.674084,0.167104
77,57,-61.601224,-2.073283,2,1,-1.00,1.614443,2.485459,1.257543,1.091502,0.170312
74,61,-60.457716,-1.771329,4,1,-1.00,9.887149,12.021041,6.372579,2.413757,0.654637
64,67,-50.001234,-1.48186,3,1,-1.00,3.327187,2.554354,2.393578,1.073239,0.235803
63,84,-69.425251,-1.968578,2,1,-1.00,1.16758,4.025006,2.431453,0.995455,0.181782
56,84,-60.995626,-2.565321,2,1,-1.00,2.859822,3.706006,2.109421,1.120959,0.214723
56,78,-67.208142,-1.884333,2,1,-1.00,3.535754,4.917428,2.561994,2.406432,0.265733
53,48,-56.792121,-1.431687,2,1,-1.00,3.410672,3.966684,2.522594,0.878783,0.145075
60,38,-55.835612,-1.042751,2,1,-1.00,3.572006,3.484896,2.057304,0.803616,0.124997
63,41,-69.59566,-4.569063,2,1,-1.00,1.604655,3.269002,2.844438,1.459598,0.245335
54,60,-65.486731,-1.339275,3,1,-1.00,6.045179,9.229683,7.015978,3.040315,0.554281
64,70,-67.059139,-2.213585,4,1,-1.00,4.932731,9.195271,3.63732,2.356774,0.286738
41,64,-76.758207,-1.115483,4,1,-1.00,1.975199,2.839143,2.335468,1.506778,0.098489
54,64,-92.353792,-5.429022,4,1,-1.00,5.315153,5.343617,2.160137,0.900834,0.178113
51,50,-72.700964,-1.447803,4,1,-1.00,1.648839,2.206711,1.131564,0.641976,0.09485
51,63,-76.734765,-2.803386,2,1,-1.00,1.758502,4.437905,2.759856,1.404014,0.15285
67,75,-76.655467,-1.858612,3,1,-1.00,3.403657,5.643407,3.669491,2.022211,0.488966
50,64,-81.623344,-3.114546,3,1,-1.00,2.700117,2.861589,2.6003,1.34202,0.285106
47,81,-100.704923,-0.653199,3,1,-1.00,1.32617,2.794782,1.55143,0.886462,0.186778
47,81,-85.533872,-1.315769,4,1,-1.00,10.499039,10.49178,2.817241,1.359642,0.376689
56,75,-89.562336,-0.61555,3,1,-1.00,4.229281,7.728867,5.617932,1.765399,0.498124
70,69,-84.490904,-0.710411,3,1,-1.00,3.833162,3.11302,1.745773,1.151616,0.287119
69,54,-81.172109,-4.750819,3,1,-1.00,2.060247,2.848604,1.69201,1.222339,0.214232
64,60,-85.771836,-0.8138,3,1,-1.00,4.201629,7.719091,4.699216,0.944768,0.295677
56,66,-84.541889,-1.280493,1,1,-1.00,1.830089,4.419145,2.82544,1.247308,0.273337
60,69,-83.073928,-1.002403,2,1,-1.00,7.93221,5.76394,2.059176,1.804979,0.256715
74,84,-77.675002,-0.809966,3,1,-1.00,3.332881,3.644762,2.94578,1.612593,0.378598
66,69,-84.560055,-1.088821,3,1,-1.00,3.594498,4.148032,2.222358,1.241392,0.191733
61,61,-82.698929,-3.032864,4,1,-1.00,1.989884,2.908462,2.690048,1.705934,0.311196
53,74,-81.292909,-1.749952,4,1,-1.00,3.294968,4.889211,3.398073,1.882196,0.363922
48,67,-80.914849,-1.895081,4,1,-1.00,3.634923,5.212923,3.209471,0.932476,0.333788
56,64,-88.102112,-1.251255,3,1,-1.00,3.888664,4.772163,4.283116,2.80447,0.300866
60,66,-78.265053,-6.134179,4,1,-1.00,3.754163,4.989859,2.686405,1.256953,0.176292
64,56,-75.166524,-2.065455,4,1,-1.00,5.095092,5.64581,1.805533,0.855457,0.104971
70,53,-74.812505,-2.569197,4,1,-1.00,1.019187,2.003448,1.656333,0.97984,0.256838
75,57,-90.89253,-1.737007,4,1,-1.00,7.903971,7.9522,2.901841,3.430547,0.29697
60,54,-69.755995,-1.328449,4,1,-1.00,5.744241,9.949169,6.133974,1.945409,0.296215
63,54,-69.530277,-1.268511,4,1,-1.00,8.064241,5.776711,1.891367,1.142534,0.171493
57,54,-69.576004,-1.112296,4,1,-1.00,4.387621,5.374552,2.58641,0.99811,0.197525
63,51,-66.794913,-5.917459,3,1,-1.00,1.615973,4.005564,3.160019,1.354962,0.120591
91,61,-65.450046,-1.345357,3,1,-1.00,3.762773,5.694113,2.597076,1.21548,0.219484
75,56,-69.011642,-1.240232,3,1,-1.00,5.495558,4.553021,2.823016,1.676437,0.260244
75,60,-66.94028,-1.372302,4,1,-1.00,2.353641,5.50256,5.021518,3.36503,0.540411
66,67,-75.039104,-0.693355,4,1,-1.00,4.367572,4.580394,3.08405,1.639247,0.367525
51,77,-67.465414,-1.460687,4,1,-1.00,5.80018,4.79751,2.861488,1.267319,0.400383
80,78,-69.09851,-1.189731,4,1,-1.00,2.656424,5.267854,3.339346,2.503419,0.380231
70,70,-66.819603,-1.739764,4,1,-1.00,6.318412,5.328566,2.276368,1.484998,0.305644
75,66,-74.411199,-1.35028,4,1,-1.00,6.896646,6.331072,3.863739,2.2949,0.358105
75,44,-69.535017,-1.537478,4,1,-1.00,8.221867,7.235553,2.380521,1.923416,0.437285
44,34,-65.497454,-1.185713,3,1,-1.00,7.05342,11.59028,4.761429,1.084464,0.20005
41,11,-64.31116,-5.744072,3,1,-1.00,5.677831,6.054109,3.144639,1.696909,0.219727
35,26,-74.056598,-5.00641,4,1,-1.00,3.293323,5.474749,4.191047,2.035725,0.225175
30,24,-54.575751,-2.597658,4,1,-1.00,4.924225,8.377815,4.980518,2.409366,0.21677
41,40,-56.830194,-4.372834,4,1,-1.00,3.976523,2.545543,1.200931,1.072415,0.190449
57,61,-66.314375,-2.970679,4,1,-1.00,6.203841,5.410737,2.666483,1.323481,0.161396
70,48,-62.35104,-2.035862,3,1,-1.00,11.301042,8.411604,3.506478,3.017554,0.425049
66,54,-61.678276,-3.127917,3,1,-1.00,14.340464,14.428418,7.514278,2.398698,0.162835
74,51,-56.048027,-2.28243,3,1,-1.00,5.063349,7.690838,2.799019,0.874172,0.280643
77,47,-56.377317,-3.06006,2,1,-1.00,15.192092,8.113276,2.550402,1.180206,0.197909
87,38,-49.995004,-2.149321,2,1,-1.00,1.643245,4.689909,4.57274,2.112748,0.256551
90,44,-57.013471,-1.921259,3,1,-1.00,5.920079,5.435438,2.732533,1.439896,0.180252
77,41,-34.007797,-7.097166,3,1,-1.00,3.201383,4.625591,2.202019,1.53692,0.214714
57,53,-45.561044,-2.027223,4,1,-1.00,2.572756,6.866967,4.010809,1.163453,0.172596
35,56,-45.802762,-2.66944,2,1,-1.00,3.146076,8.284704,2.737819,1.25971,0.267163
37,44,-28.830686,-1.729922,3,1,-1.00,5.29236,4.289774,2.503162,1.148559,0.236923
43,56,-37.982899,-5.606251,4,1,-1.00,2.613673,3.401026,1.588682,1.010813,0.159803
57,37,-29.573138,-2.040148,4,1,-1.00,1.62876,6.224409,4.525679,1.314377,0.211833
66,37,-30.458897,-1.995066,4,1,-1.00,4.025233,5.739782,3.192129,2.145128,0.286252
67,48,-39.917638,-1.447099,4,1,-1.00,11.744708,4.579355,2.34499,2.222493,0.211653
57,51,-25.219782,-1.554045,3,1,-1.00,9.030721,6.454904,2.892677,2.27556,0.466628
56,54,-30.856903,-4.047271,4,1,-1.00,2.953242,4.366523,1.989023,0.727232,0.121233
54,60,-26.961546,-1.60429,4,1,-1.00,4.089554,8.755809,5.628971,1.861079,0.256217
47,63,-23.273846,-1.4017,4,1,-1.00,3.03079,4.384168,2.669715,0.853712,0.093921
66,54,-22.583127,-1.798016,4,1,-1.00,2.680138,3.60294,1.727238,1.335342,0.276953
61,53,-18.328477,-1.472162,4,1,-1.00,2.391992,5.493627,3.311601,1.282789,0.29969
48,57,-14.479939,-1.878685,4,1,-1.00,4.675238,5.74878,2.955281,1.18149,0.311957
50,47,-15.751945,-2.188266,4,1,-1.00,4.505261,4.227086,1.708489,1.133768,0.165859
40,51,-14.547386,-2.167354,4,1,-1.00,2.40012,3.31201,2.408774,1.755185,0.079286
44,69,-12.001536,-2.20627,4,1,-1.00,5.28728,6.898836,3.270943,1.469789,0.140145
66,53,-14.449809,-4.852486,4,1,-1.00,4.978574,7.042505,4.700199,2.977149,0.350567
78,41,-15.043431,-1.998128,4,1,-1.00,2.516485,6.225961,4.255289,1.414558,0.22803
81,40,-29.114735,-1.503089,4,1,-1.00,2.838485,3.441078,1.612609,0.559125,0.096904
78,26,-19.631285,-2.814567,4,1,-1.00,4.627755,4.34544,2.226903,0.934251,0.159941
78,30,-12.9377,-1.362058,3,1,-1.00,4.705076,9.105328,4.356772,1.764036,0.340285
67,35,-16.952681,-1.388114,4,1,-1.00,1.868144,3.756949,3.072207,1.758262,0.455383
60,35,-33.708927,-2.309643,3,1,-1.00,2.990668,4.65813,3.180919,1.539038,0.197898
50,50,-21.550646,-5.145544,3,1,-1.00,2.555282,2.372103,2.381448,1.28102,0.1161
41,57,-24.492155,-1.615413,3,1,-1.00,3.160165,4.830857,2.779022,1.34075,0.276778
50,77,-20.423016,-3.432047,2,1,-1.00,5.557765,4.634631,2.215071,1.42306,0.229034
53,78,-17.501243,-3.443842,3,1,-1.00,5.894415,9.400494,4.81821,1.547639,0.348072
54,56,-21.197575,-0.914888,3,1,-1.00,2.283815,2.873509,1.880818,0.715516,0.133384
41,57,-22.237896,-1.142028,3,1,-1.00,10.140548,7.527724,4.875966,2.065143,0.539716
16,35,-23.050927,-1.269635,3,1,-1.00,1.646468,4.09351,2.715232,0.767811,0.087503
20,34,-25.653194,-1.986771,3,1,-1.00,2.912006,3.897627,3.853099,1.933782,0.321503
24,47,-24.759062,-5.318347,3,1,-1.00,6.644868,4.524793,2.609373,2.901481,0.550287
35,47,-28.274672,-8.43657,3,1,-1.00,3.225511,3.350846,1.848535,1.25598,0.11316
54,63,-23.92745,-0.771866,4,1,-1.00,3.226027,2.816707,1.110419,1.081865,0.095307
54,63,-20.327877,-1.495648,2,1,-1.00,3.254241,3.633364,2.126194,0.902017,0.141377
51,61,-22.59269,-1.376251,3,1,-1.00,1.322933,2.873708,2.151512,0.636532,0.108278
56,64,-21.381032,-0.733628,3,1,-1.00,2.823491,5.709529,2.650805,1.656038,0.286333
50,66,-23.393385,-0.745081,4,1,-1.00,5.437294,3.385765,1.57275,0.834022,0.074787
64,60,-20.31804,-2.140134,2,1,-1.00,2.799557,5.80226,3.810125,2.329102,0.348196
61,53,-21.615941,-0.744055,2,1,-1.00,6.07562,7.925352,3.151509,1.279443,0.180714
67,51,-40.688396,-0.527441,4,1,-1.00,5.745623,5.472883,2.420298,1.056269,0.236959
80,53,-22.967975,-6.777551,2,1,-1.00,3.463559,4.546533,2.065061,0.88433,0.154646
70,57,-29.063431,-0.414929,3,1,-1.00,3.016168,5.599013,3.896497,1.440094,0.151609
69,63,-19.706117,-0.131902,2,1,-1.00,4.666611,3.508178,1.485773,0.937816,0.176992
57,63,-23.310096,-3.455807,3,1,-1.00,4.782029,7.973515,5.819107,2.915519,0.387858
41,53,-24.525584,-3.289777,4,1,-1.00,7.801572,7.445634,4.830427,2.225179,0.453533
29,50,-23.81741,-0.737057,4,1,-1.00,1.254317,3.059467,1.748869,0.889122,0.182301
34,50,-37.17679,-2.204519,4,1,-1.00,2.496508,3.162852,1.755131,0.965234,0.2341
47,44,-62.868007,-4.45353,4,1,-1.00,5.449231,6.540269,2.984193,1.521094,0.254395
57,63,-48.47212,-0.16238,3,1,-1.00,5.173829,10.938118,7.793938,2.974086,0.328491
60,70,-41.890208,-1.092513,3,1,-1.00,3.455285,5.215492,2.711884,1.096338,0.179096
57,69,-42.293426,-3.533661,4,1,-1.00,0.703827,1.635209,1.450754,1.294619,0.214536
50,69,-47.879282,-4.147643,4,1,-1.00,4.626614,7.350636,3.058553,1.390844,0.233255
60,63,-55.77926,-4.828871,3,1,-1.00,6.768776,6.36035,4.377564,3.229978,0.528401
56,51,-70.954547,-0.591531,2,1,-1.00,4.438111,4.026779,2.284863,0.98153,0.220952
53,56,-59.84127,-3.06599,4,1,-1.00,4.993581,4.383133,1.905584,1.257021,0.213462
57,57,-65.236358,-0.869781,2,1,-1.00,2.181573,3.016641,2.616071,1.505816,0.232231
57,57,-65.798794,-0.848645,3,1,-1.00,3.504818,3.149249,2.114599,1.336427,0.169911
66,64,-62.502342,-0.834182,4,1,-1.00,2.874522,4.982504,3.655789,1.830273,0.212246
77,67,-77.692428,-3.073422,1,1,-1.00,4.833745,7.036719,3.105604,1.569376,0.231195
74,60,-64.806591,-0.943146,4,1,-1.00,7.831284,10.764098,5.652091,3.769213,0.858641
61,44,-66.349073,-2.076639,4,1,-1.00,2.358493,4.094164,1.99308,1.390161,0.272398
64,48,-60.232817,-1.156626,4,1,-1.00,3.453231,4.064512,1.816197,1.585006,0.239868
64,48,-62.568222,-4.82519,4,1,-1.00,3.483856,4.494728,2.538827,1.146803,0.102917
64,61,-66.620166,-1.207654,3,1,-1.00,4.475082,8.785888,5.866358,2.08994,0.32338
70,64,-62.821493,-0.899575,4,1,-1.00,3.064309,2.907565,2.13987,1.219245,0.144008
70,69,-68.305972,-1.709428,3,1,-1.00,2.849893,3.22273,1.987768,1.50118,0.247807
61,57,-74.27943,-0.704975,3,1,-1.00,2.974535,3.518625,1.753453,1.128731,0.162968
74,50,-77.727985,-0.836647,2,1,-1.00,5.763067,5.75839,3.31508,2.916611,0.485956
77,54,-80.253123,-1.251454,3,1,-1.00,1.870272,4.55791,2.870912,1.099397,0.183644
70,34,-85.697222,-0.794971,3,1,-1.00,4.935968,5.073793,2.343902,2.303901,0.336038
75,35,-102.01917,-1.193887,4,1,-1.00,9.449355,7.532498,2.137404,1.439137,0.501883
56,54,-93.163131,-1.062146,4,1,-1.00,3.574159,3.623113,1.790259,1.315795,0.191345
47,61,-99.687059,-0.944484,3,1,-1.00,6.350605,5.372957,2.439386,1.211912,0.119462
50,77,-96.040842,-0.896969,4,1,-1.00,1.060436,1.708076,0.828387,0.710227,0.190961
56,80,-98.115877,-5.108204,2,1,-1.00,7.593694,7.826771,1.960676,1.791391,0.256581
66,44,-111.083975,-0.958642,2,1,-1.00,2.997316,4.467713,3.024604,1.119922,0.288179
64,41,-93.594257,-0.677643,4,1,-1.00,4.685969,6.223172,2.887783,1.178732,0.168237
67,48,-101.381577,-0.809765,4,1,-1.00,5.512224,4.808774,2.707899,2.178112,0.405721
63,54,-103.884862,-2.958216,3,1,-1.00,6.52106,3.921683,1.158537,0.899516,0.165998
60,66,-116.00669,-6.090042,4,1,-1.00,4.401395,2.754724,1.229231,0.870933,0.224683
61,61,-107.770227,-0.248247,4,1,-1.00,3.424336,3.896306,2.147972,1.062049,0.146348
60,50,-103.570984,-0.015887,2,1,-1.00,2.315988,4.375993,5.240445,2.437858,0.329368
54,38,-100.232833,0.055003,3,1,-1.00,5.894271,6.889323,2.754381,0.862915,0.117291
63,41,-91.683711,-0.637929,3,1,-1.00,3.828506,3.757207,2.957451,1.726596,0.226481
74,48,-90.045247,0.553968,4,1,-1.00,6.412763,6.5364,2.459499,1.662577,0.212869
78,47,-96.430901,-0.24223,4,1,-1.00,3.828452,6.349987,3.98483,2.00645,0.396884
81,60,-96.190248,-9.790091,4,1,-1.00,4.479333,6.822481,3.126399,1.276846,0.165309
80,63,-113.584393,-0.085444,4,1,-1.00,3.726198,4.029138,1.408585,0.814117,0.123532
