Attention,Meditation,Familiarity,MentalEffort,Appreciation,SignalQuality,EventTagging,Delta,Theta,Alpha,Beta,Gamma
57.000000,38.000000,-130.158800,-3.433820,2.000000,1.000000,-1.000000,6.455676,9.730982,5.864324,2.425136,0.715581,
70.000000,43.000000,-90.423143,-0.786692,1.000000,1.000000,-1.000000,1.140261,3.906287,4.292066,2.023051,0.500879,
74.000000,38.000000,-83.350380,-0.840039,2.000000,1.000000,-1.000000,1.272700,3.211456,2.275507,0.477708,0.055679,
66.000000,54.000000,-35.909430,-0.646292,2.000000,1.000000,-1.000000,1.865235,2.210271,1.187958,0.381710,0.109908,
60.000000,43.000000,-60.545981,-1.429659,2.000000,1.000000,-1.000000,6.255142,11.919374,4.813102,2.644134,1.005238,
56.000000,44.000000,-292.242824,-7.065362,2.000000,1.000000,-1.000000,0.917510,2.053467,1.142775,0.192077,0.042730,
60.000000,54.000000,-71.016443,-3.229450,1.000000,1.000000,-1.000000,1.274674,2.052496,1.041134,0.280252,0.042949,
63.000000,48.000000,-170.227952,-1.877173,1.000000,1.000000,-1.000000,2.599302,7.635411,6.750552,1.827895,0.145613,
60.000000,56.000000,-55.857249,-1.611648,2.000000,1.000000,-1.000000,1.223349,1.870267,1.014881,0.267163,0.042388,
66.000000,61.000000,-11.324822,-2.207299,4.000000,1.000000,-1.000000,1.318491,1.867400,1.003333,0.420068,0.115691,
80.000000,48.000000,9.660382,-2.045525,2.000000,1.000000,-1.000000,2.550254,4.420733,3.140072,2.310601,0.429017,
70.000000,47.000000,-45.617436,-4.143124,2.000000,1.000000,-1.000000,2.250701,5.410246,3.594941,1.128478,0.191432,
69.000000,44.000000,-29.772297,-2.619383,2.000000,1.000000,-1.000000,1.810255,1.452154,0.631700,0.187751,0.026109,
78.000000,38.000000,-6.246049,-1.918331,1.000000,1.000000,-1.000000,2.844221,4.143797,4.090862,2.384218,0.548743,
54.000000,35.000000,9.204192,-1.834131,1.000000,1.000000,-1.000000,4.702520,8.932099,4.747456,1.826227,0.375645,
70.000000,29.000000,-33.288691,-1.974287,1.000000,1.000000,-1.000000,2.612818,3.073492,1.324843,0.325662,0.029417,
88.000000,27.000000,0.716599,-1.552310,1.000000,1.000000,-1.000000,0.987809,1.476288,1.373911,0.391767,0.052494,
78.000000,41.000000,-9.598087,-1.484826,4.000000,1.000000,-1.000000,3.381563,3.221246,3.266782,2.723967,0.225565,
78.000000,48.000000,13.330894,-1.675595,1.000000,1.000000,-1.000000,7.197687,4.419996,2.952586,3.079125,0.615262,
61.000000,60.000000,0.576720,-1.695252,1.000000,1.000000,-1.000000,2.255765,2.259687,1.013223,0.246981,0.073741,
48.000000,63.000000,-37.440615,-2.472063,1.000000,1.000000,-1.000000,2.352406,4.561814,3.663855,1.917479,0.359631,
53.000000,56.000000,7.847322,-1.742099,1.000000,1.000000,-1.000000,2.925527,3.277222,1.221001,0.356681,0.036807,
70.000000,63.000000,-47.922323,-4.089106,4.000000,1.000000,-1.000000,4.869214,4.962058,1.853590,1.018371,0.166166,
74.000000,61.000000,-76.602689,-1.455451,1.000000,1.000000,-1.000000,1.029569,1.189201,0.906988,0.318660,0.044295,
74.000000,63.000000,31.135235,-0.993473,1.000000,1.000000,-1.000000,7.106711,5.771325,4.488704,2.812561,0.499962,
54.000000,57.000000,22.632115,-1.898428,1.000000,1.000000,-1.000000,52.196129,54.028047,44.866053,15.365430,5.471213,
24.000000,48.000000,16.704133,-1.544260,2.000000,1.000000,-1.000000,3.212853,3.532452,1.895466,1.260509,0.453702,
16.000000,48.000000,48.774014,-3.473965,1.000000,1.000000,-1.000000,1.119200,1.726954,1.253790,0.558561,0.095947,
13.000000,48.000000,31.106441,-1.757197,2.000000,1.000000,-1.000000,4.171811,4.722666,2.824518,4.230674,0.737556,
35.000000,53.000000,-194.145138,-1.997390,1.000000,1.000000,-1.000000,1.141416,2.131929,1.107430,0.629841,0.071271,
53.000000,53.000000,8.392640,-1.462158,1.000000,1.000000,-1.000000,8.478445,9.983695,3.185468,2.718747,0.257771,
63.000000,48.000000,43.062030,-1.849506,1.000000,1.000000,-1.000000,1.364181,2.898383,1.937569,0.696782,0.150589,
69.000000,44.000000,-40.694438,-4.162332,2.000000,1.000000,-1.000000,2.068446,3.785779,2.198350,0.826847,0.100295,
74.000000,48.000000,70.447068,-2.279073,2.000000,1.000000,-1.000000,5.442417,8.990232,5.015470,3.253119,0.472302,
57.000000,43.000000,82.260417,-1.915572,2.000000,1.000000,-1.000000,2.507684,4.144343,1.720042,0.552762,0.067535,
57.000000,41.000000,55.259826,-2.069061,2.000000,1.000000,-1.000000,0.609002,0.660927,0.818634,0.510844,0.081972,
60.000000,37.000000,-9.606166,-1.751151,2.000000,1.000000,-1.000000,1.685440,2.747896,1.510519,0.307742,0.049158,
56.000000,35.000000,25.397577,-1.585779,2.000000,1.000000,-1.000000,2.274459,3.384664,3.538674,0.679940,0.156738,
77.000000,50.000000,45.530536,-1.524462,2.000000,1.000000,-1.000000,10.865205,13.388350,7.641982,4.662012,0.831208,
63.000000,53.000000,53.930988,-7.330082,1.000000,1.000000,-1.000000,1.103253,3.272043,2.481989,0.606149,0.115809,
60.000000,50.000000,68.198830,-4.313647,2.000000,1.000000,-1.000000,2.058821,3.165485,2.203202,1.309875,0.277304,
51.000000,51.000000,23.839175,-2.397077,2.000000,1.000000,-1.000000,6.248614,6.060268,6.055931,2.866444,0.366001,
38.000000,37.000000,73.630351,-2.863877,4.000000,1.000000,-1.000000,3.175608,6.077600,3.247141,1.172599,0.139215,
64.000000,27.000000,68.021880,-2.811301,2.000000,1.000000,-1.000000,1.114463,2.114499,1.130598,0.772228,0.075406,
53.000000,41.000000,69.452847,-2.157925,2.000000,1.000000,-1.000000,0.698689,1.764393,1.272682,0.727521,0.185231,
57.000000,43.000000,62.048678,-2.494127,2.000000,1.000000,-1.000000,1.798481,2.661438,1.484179,0.170788,0.040755,
77.000000,48.000000,77.916691,-4.153047,2.000000,1.000000,-1.000000,20.905689,14.919827,7.268455,4.016497,1.111507,
50.000000,57.000000,-3.232354,-5.046158,2.000000,1.000000,-1.000000,4.344679,8.265173,10.315796,4.305391,0.643005,
57.000000,51.000000,62.592417,-3.757443,2.000000,1.000000,-1.000000,1.450579,1.405744,0.929669,0.374968,0.068621,
54.000000,51.000000,62.585154,-4.212369,2.000000,1.000000,-1.000000,0.501761,1.334207,0.773635,0.477512,0.210581,
44.000000,51.000000,51.955527,-3.785926,2.000000,1.000000,-1.000000,24.671715,14.519412,5.394622,4.516727,1.276007,
38.000000,43.000000,27.726158,-3.928644,2.000000,1.000000,-1.000000,1.356958,3.004321,1.734265,0.719245,0.126805,
41.000000,51.000000,66.064722,-4.544662,2.000000,1.000000,-1.000000,6.303882,5.707136,4.749774,2.373403,0.355001,
23.000000,54.000000,26.194915,-4.755976,2.000000,1.000000,-1.000000,2.593142,4.470519,4.055833,1.357414,0.308732,
16.000000,56.000000,-223.059112,-4.506895,2.000000,1.000000,-1.000000,4.804993,5.186537,8.047739,12.962073,1.638149,
16.000000,50.000000,4.876698,-4.823284,2.000000,1.000000,-1.000000,2.688320,5.056412,4.508226,1.208704,0.193576,
14.000000,47.000000,-2.429865,-4.753901,2.000000,1.000000,-1.000000,2.798971,3.298302,1.729992,0.505810,0.063953,
47.000000,38.000000,-27.077953,-4.910436,2.000000,1.000000,-1.000000,1.665138,2.773730,1.732346,0.373177,0.039275,
74.000000,34.000000,-58.064138,-4.700277,2.000000,1.000000,-1.000000,0.859735,2.448876,1.999257,0.453705,0.115662,
100.000000,47.000000,-41.697572,-6.823837,2.000000,1.000000,-1.000000,4.256117,5.049915,3.780642,1.724686,0.429832,
93.000000,29.000000,20.413642,-6.572913,2.000000,1.000000,-1.000000,1.731247,2.337711,1.328089,0.287538,0.027819,
90.000000,30.000000,-45.511932,-4.325023,2.000000,1.000000,-1.000000,0.752172,2.886332,2.975387,0.408370,0.089850,
77.000000,38.000000,20.159112,-4.557462,2.000000,1.000000,-1.000000,0.905231,2.269733,1.299335,0.231972,0.036238,
83.000000,41.000000,20.262091,-4.161207,2.000000,1.000000,-1.000000,4.220077,4.742925,6.089101,3.547455,0.664662,
88.000000,51.000000,5.439417,-5.386159,4.000000,1.000000,-1.000000,5.089092,3.658197,1.715023,0.384086,0.053413,
84.000000,48.000000,1.956134,-4.323463,2.000000,1.000000,-1.000000,2.375383,4.711961,2.535935,0.411275,0.049557,
88.000000,44.000000,25.300905,-4.620805,2.000000,1.000000,-1.000000,5.743774,5.282265,2.971757,1.773681,0.142448,
63.000000,44.000000,4.541960,-7.319220,2.000000,1.000000,-1.000000,1.925624,5.896705,4.981347,2.184317,0.661175,
74.000000,43.000000,78.811602,-4.686367,2.000000,1.000000,-1.000000,2.971304,3.994632,2.281265,0.431131,0.045259,
67.000000,51.000000,53.708118,-4.387871,1.000000,1.000000,-1.000000,5.556006,8.841103,5.094558,2.048798,0.216844,
54.000000,41.000000,73.853769,-4.724036,2.000000,1.000000,-1.000000,2.675901,9.796200,8.608137,5.631965,1.644008,
51.000000,41.000000,92.619483,-4.543567,2.000000,1.000000,-1.000000,4.494793,7.350826,3.927598,4.619659,0.382394,
37.000000,44.000000,105.859817,-9.327778,1.000000,1.000000,-1.000000,2.175203,6.985136,4.869081,1.884139,0.234296,
27.000000,38.000000,109.344568,-4.137989,1.000000,1.000000,-1.000000,2.605124,4.546150,3.148130,1.245160,0.228118,
35.000000,50.000000,93.953113,-4.222241,2.000000,1.000000,-1.000000,1.893425,3.289571,1.343553,0.372943,0.126505,
44.000000,51.000000,49.712245,-3.835522,1.000000,1.000000,-1.000000,2.490801,3.675713,2.099753,1.458432,0.149609,
44.000000,48.000000,9.657280,-4.106318,1.000000,1.000000,-1.000000,3.492164,4.493076,1.885787,0.745441,0.070166,
50.000000,56.000000,36.564740,-6.535964,1.000000,1.000000,-1.000000,2.352538,5.664607,3.365541,2.197863,0.283166,
57.000000,53.000000,87.433544,-3.329909,2.000000,1.000000,-1.000000,1.245802,2.835350,3.569374,1.629282,0.286940,
66.000000,57.000000,91.057771,-3.365785,2.000000,1.000000,-1.000000,2.395658,2.453602,1.550762,0.250474,0.031679,
91.000000,60.000000,131.528044,-2.943152,2.000000,1.000000,-1.000000,3.740033,4.733936,4.805245,2.482532,0.560329,
75.000000,57.000000,109.547594,-4.153943,2.000000,1.000000,-1.000000,3.498456,4.689994,2.346725,0.652118,0.122516,
67.000000,56.000000,112.966514,-3.399201,4.000000,1.000000,-1.000000,8.012668,4.531722,2.028381,1.644979,0.203024,
66.000000,50.000000,108.957134,-8.572627,1.000000,1.000000,-1.000000,1.954817,3.864012,3.541429,2.345463,0.264733,
48.000000,50.000000,102.577033,-3.305922,2.000000,1.000000,-1.000000,3.905097,4.683156,1.735584,0.460193,0.066045,
60.000000,50.000000,61.117173,-3.255979,2.000000,1.000000,-1.000000,2.434136,4.217103,2.915338,1.279013,0.181325,
50.000000,53.000000,100.355820,-3.719618,2.000000,1.000000,-1.000000,2.188579,4.940865,2.284839,0.493335,0.044094,
54.000000,54.000000,90.614954,-4.022551,4.000000,1.000000,-1.000000,2.743283,2.392574,1.133403,0.477418,0.103543,
63.000000,51.000000,85.596785,-5.222731,4.000000,1.000000,-1.000000,2.544229,3.764778,2.268997,0.389324,0.087947,
70.000000,54.000000,89.927577,-3.697268,4.000000,1.000000,-1.000000,7.965114,8.586644,3.966775,1.492349,0.185306,
74.000000,50.000000,84.221781,-4.265068,4.000000,1.000000,-1.000000,8.226130,5.353152,3.033602,2.375339,0.389479,
69.000000,51.000000,86.537602,-4.419186,4.000000,1.000000,-1.000000,7.167859,6.128181,2.164323,1.365356,0.209960,
60.000000,61.000000,66.176863,-4.473704,2.000000,1.000000,-1.000000,1.938662,4.200855,2.380941,0.867687,0.079554,
48.000000,53.000000,78.767621,-3.549347,2.000000,1.000000,-1.000000,1.250560,1.411932,1.350100,0.500200,0.067990,
47.000000,48.000000,88.228977,-3.717328,2.000000,1.000000,-1.000000,4.261657,8.576300,3.528516,1.214014,0.215756,
37.000000,47.000000,47.098859,-3.962355,4.000000,1.000000,-1.000000,1.957590,3.124909,2.245311,0.681879,0.205034,
34.000000,37.000000,7.686342,-4.188819,2.000000,1.000000,-1.000000,5.188507,6.013973,10.362954,11.783203,2.299365,
26.000000,21.000000,-84.961682,-7.789887,2.000000,1.000000,-1.000000,2.878108,4.290383,1.931233,0.995616,0.323159,
14.000000,26.000000,-43.871243,-3.426433,2.000000,1.000000,-1.000000,1.454163,2.977918,2.028681,0.356814,0.040496,
26.000000,23.000000,14.093748,-3.867225,2.000000,1.000000,-1.000000,3.011033,4.077099,1.950048,0.572345,0.088305,
47.000000,21.000000,-37.636369,-5.434591,2.000000,1.000000,-1.000000,2.132882,4.789508,3.110416,0.991206,0.098072,
66.000000,40.000000,-0.362809,-3.674555,4.000000,1.000000,-1.000000,2.134884,2.687531,1.448443,0.411156,0.044511,
91.000000,41.000000,24.953782,-4.269906,4.000000,1.000000,-1.000000,2.295236,2.217926,1.025895,0.301521,0.077555,
100.000000,40.000000,28.686972,-3.981980,4.000000,1.000000,-1.000000,1.581450,4.181186,2.965971,0.799402,0.168603,
100.000000,38.000000,29.350439,-4.251123,1.000000,1.000000,-1.000000,21.031054,22.752820,10.316358,14.379826,6.830553,
87.000000,38.000000,29.275437,-6.198607,2.000000,1.000000,-1.000000,2.610312,3.807343,1.679987,0.534625,0.050139,
88.000000,35.000000,79.172760,-4.489774,1.000000,1.000000,-1.000000,7.753578,6.164592,2.245951,0.603508,0.199744,
64.000000,23.000000,19.068195,-4.443933,2.000000,1.000000,-1.000000,1.605361,3.025457,1.574682,0.280771,0.054134,
69.000000,24.000000,133.477971,-4.027325,1.000000,1.000000,-1.000000,2.924455,3.784959,1.707729,0.535918,0.055178,
87.000000,21.000000,154.833053,-4.382907,2.000000,1.000000,-1.000000,9.941815,8.481679,5.230818,3.050337,0.377588,
63.000000,16.000000,152.831670,-4.245024,4.000000,1.000000,-1.000000,2.841679,5.645091,3.117078,0.467515,0.056539,
70.000000,27.000000,159.322097,-4.014270,4.000000,1.000000,-1.000000,6.234168,11.386620,5.766658,3.104582,0.485409,
44.000000,26.000000,148.479572,-8.636758,1.000000,1.000000,-1.000000,1.632424,1.955424,0.949382,0.310604,0.076100,
43.000000,29.000000,149.333127,-5.993479,1.000000,1.000000,-1.000000,1.872767,3.316516,1.657914,0.523938,0.062983,
48.000000,34.000000,231.555334,-4.315755,1.000000,1.000000,-1.000000,0.969332,2.345618,2.837015,0.950947,0.063294,
50.000000,30.000000,223.926427,-4.567740,1.000000,1.000000,-1.000000,19.145205,17.871492,9.019129,5.009006,0.595949,
44.000000,27.000000,180.860726,-4.882597,1.000000,1.000000,-1.000000,2.521339,2.443119,1.735066,0.821888,0.203066,
38.000000,23.000000,175.573693,-3.972409,2.000000,1.000000,-1.000000,2.135967,3.696081,2.740163,0.819991,0.127047,
